tweet,clean_tweet,emotion
" #54: @Donte Layton ed ""You Godless bitches called Ayesha Curry a pick me for saying cover up and show some modesty. Now yah fighting for her right to crave attention from random men. thats sick.""",godless curry pick saying cover show modesty yah fighting right crave attention random men thats sick,happy
" #55: @Maneesh ed ""@karthik3645 @LFC @ChelseaFC Mate drop the modesty act LMAO. LFC fans generally mock CFC as a plastic club but whenever they've won big games/leagues we're the first one to say well played with no agenda.And yet you lot go on about klopp, Salah, Vvd like they're some pedestrians. Respect the game more 👍""",mate drop modesty act generally mock plastic club whenever big first one say well yet lot like theyre respect game,happy
" #56: @Hariss_Randali ed ""RT @IslamicTongue: Sisters, hijab is not a fashion statement, it is an act of worship first and foremost. Keep your modesty intact. May All…""",fashion statement act worship first foremost keep modesty intact may,happy
" #57: @サーシャ ed ""Some women are empowered by modesty and manage not to shit on other women who don't oblige to it as a sartorial choice. But still ""modesty"" is so damn loaded.""",modesty manage dont oblige sartorial choice still modesty damn loaded,happy
" #58: @S. ed ""RT @IslamicTongue: Sisters, hijab is not a fashion statement, it is an act of worship first and foremost. Keep your modesty intact. May All…""",fashion statement act worship first foremost keep modesty intact may,happy
" #59: @サーシャ ed ""I'm gonna have to watch that interview to see what Ayesha really said but if I remember right, she used modesty not as a way that upliftbher own personal style, but to make it seem like she was better than women who are 'immodest'.""",watch interview see really said remember right used modesty way personal style make seem like better immodest,happy
" #60: @Coin_Perdu ed ""Välkommen Modesty Pellini! En ung Love You-dotter med högklassigt amerikanskt möderne. Mormor tjänade över miljonen! Äver gör Compact Concept AB, Malmö. Kul!""",modesty love compact concept,happy
" #62: @Baeana ed ""Let’s talk about how this dude on SC said, “women who wear bikinis lack modesty; and it’s apparent they don’t care about themselves which is why their showing their bodies”. What the actual fuck? I WENT IN on his ass lmao""",talk dude said wear lack modesty apparent care showing actual went,happy
" #63: @RevJR ed ""@littlestar2018 @iamAtheistGirl 1 Timothy 2:12 - Women are to remain silent and let men do the teaching.1 Cor 11 - Where's your hair covering to maintain your modesty?Exodus 20:4 - Why do you have a profile pic, and why does it contain things of the earth?""",timothy remain silent let men cor hair covering maintain profile pic contain earth,happy
" #66: @Guillermo E. Barahona C. ed ""RT @WestWingReport: The commander of Allied forces in Europe, Gen. Dwight Eisenhower, sent out - with his typical modesty - a one-line mess…""",commander allied gen sent typical modesty,happy
" #68: @MINISTER OF ENJOYMENT ed ""RT @IslamicTongue: Sisters, hijab is not a fashion statement, it is an act of worship first and foremost. Keep your modesty intact. May All…""",minister enjoyment fashion statement act worship first foremost keep modesty intact may,happy
" #69: @DW Plato (author) 🌈 ed ""RT @NewAppleAwards: Two award winning books by @dwplatobooks ""GLUE"" and ""TRIALS & TRIBULATIONS OF MODESTY GREENE"" What do these two books h…""",author two award winning glue modesty two,happy
" #71: @Discover ed ""A Muslim does not eat using golden or silver plates or cutlery. This goes against the spirit of Islamic modesty. Pomposity is not an Islamic trait and it should be avoided.""",discover eat golden silver cutlery spirit modesty pomposity trait,happy
" #72: @ShubzyShubzyShubzy ed ""RT @IslamicTongue: Sisters, hijab is not a fashion statement, it is an act of worship first and foremost. Keep your modesty intact. May All…""",fashion statement act worship first foremost keep modesty intact may,happy
" #73: @Not_A_Cult_Leader_Jesus ed ""@CupOfSkepticism @Mormonger Mormonger doesn't care about modesty or rape. He cares about the church he's emotionally invested in being true. And that means that it's okay for a 95 year-old man to control what women wear or it's their fault for being raped. Rape is about control after all, not sex.""",doesnt care modesty rape church emotionally true man control wear fault rape control sex,happy
" #75: @Mama Rias♣ ed ""Whether this is a streak of exhibitionism, or a lack of body modesty, or attempts to seduce Issei, is left unknown.""",whether streak exhibitionism lack body modesty seduce issei left unknown,happy
" #76: @MESSI_AIGBE ed ""RT @IslamicTongue: Sisters, hijab is not a fashion statement, it is an act of worship first and foremost. Keep your modesty intact. May All…""",fashion statement act worship first foremost keep modesty intact may,happy
" #77: @YNC ed ""RT @SehrUmeed: If young girls are being indoctrinated from a young age into believing that burqa is essential for their modesty, then it DO…""",young young age believing essential modesty,happy
" #78: @jude ed ""RT @duunz: Angry Arab man: modesty’s good *intense eye contact* LMAOOOOOOOO...ok""",angry man good intense eye contact,happy
" #79: @Larry Feldman ed ""RT @changeling27: @YasMohammedxx @KellyCutrara @globalnews @SI_Swimsuit It is a confusion. They're promoting modesty culture and sexualisin…""",larry confusion theyre modesty culture,happy
" #80: @Kresimir Profaca ed ""Great quote (taken from great book “Good to great” that summarizes some of the greatest leadership traits: modesty, ego suppression, humbleness #leadership #goodtogreat #Humble #leading https://t.co/dDNMv9rk1m""",great quote taken great book leadership modesty ego suppression humbleness leadership humble leading,happy
" #81: @doubting-tom ed ""The Pres added that the fireworks will actually be artillery shells. ""We will be blowing up the faces of those dead losers on Mt Rushmore and replacing them with the leader of the most Amazing Administration ever, your favorite President! Modesty prohibits me from saying who!"" https://t.co/AdvBH3rFYx""",added actually artillery blowing dead leader amazing administration ever favorite president modesty saying,happy
" #82: @Tribe of Judah🤴🏿✊🏿 ed ""RT @REALPLUSGOD: If you're bashing Ayesha curry it's because your a whore and you hate to see women with Modesty""",tribe curry whore hate see modesty,happy
" #83: @عبدالعزيز ابوحيمد ed ""A Muslim does not eat using golden or silver plates or cutlery. This goes against the spirit of Islamic modesty. Pomposity is not an Islamic trait and it should be avoided.""",eat golden silver cutlery spirit modesty pomposity trait,happy
" #1: @GENDERTAG ed ""At the heart of every GENDERTAG product is the rainbow 'Pride' ribbon which indicates that the wearer fully supports 'Pride' and LGBT. A single coloured crystal, picked from one… https://t.co/cQuV7uRyLT""",heart every product rainbow pride ribbon wearer fully pride single crystal picked,happy
" #2: @tucker ed ""RT @MrTeaminvision: (3) Screw your pride man, just tell people you miss them. Tell them how you really feel. Tell them you love them, stop…""",tucker screw pride man tell people miss tell really feel tell love,happy
" #3: @Pride & Provenance ed ""This is not just ANY toasted sandwich this is a Pride & Provenance toasted sandwich 💕 #prideandprovenance #eatin #takeaway #cafewinebar #independentbusiness #justacard https://t.co/L4ZR1Dpte7""",pride provenance sandwich pride provenance sandwich,happy
" #4: @ooh nani nani ed ""RT @alani_nicole18: No one:Me:@JheneAiko : You have gotta lose your prideYou have gotta lose your mindJust to find your peace of mind…""",lose lose find peace,happy
" #5: @frankie 19 | ALEX DAY ed ""if you can, remind yourself daily how far you’ve already come, try to be proud of the journey as it’s worthy of pride""",day remind daily far already come try journey worthy pride,happy
" #6: @Nathan Lee ed ""RT @BookOProverbs: Pride only breeds quarrels, but wisdom is found in those who take advice. -Proverbs 13:10""",lee pride wisdom found take advice,happy
" #7: @theinfamousjahla.🚺 ed ""“love comes before pride. i loved you before i even knew why.”💕""",come pride even knew,happy
" #9: @Manibala Jayagopal ed ""@FCBarcelona When you depend on a single person this is what you get. Its god's grace he pulled us to semifinals. There is pride even in losing, but this is just pure humiliation for us. We dint give a tough fight. Its time you rest him and focus on others.""",depend single person get grace pride even losing pure humiliation dint give tough fight time rest focus,happy
" #10: @Varun Vijay ed ""RT @timesofindia: Congress taking pride in being a vote-splitter: PM Modi READ: https://t.co/CLJqi7fPKu #LokSabhaElections2019 #Electio…""",congress taking pride read,happy
" #11: @GENDERTAG ed ""GENDERTAG Slim Black Leather Pride Bisexual in a Relationship Bracelet LGBTQ Jewellery https://t.co/Wrx5cNVHR6 #GENDERTAG #simplerthanwords #thisisme #justbeyou #wontbeerased… https://t.co/l7HQFwhLql""",slim black leather pride bisexual relationship bracelet,happy
" #12: @#ENDSARS ed ""RT @JonathanShrager: Sadly LFC/City are on a different level to #MUFC right now, in terms of quality & mentality. Squads full of leaders wh…""",sadly different level right quality mentality full,happy
" #14: @GoldMAChinima ed ""@MindWindex @vvvoltairee French enlightenment?The word of God is the word of the priests; the glory of god is the pride of the priests; the will of god is the will of the priests ; to offend god is to offend the Priests; to believe in god is to believe all that the priests tell us. -Voltaire 1694-1778 https://t.co/Ov64eZBHcX""",word god word glory god pride god offend god offend believe god believe tell,happy
" #15: @pattibopp 🇵🇭 ed ""RT @astrarchi: imagine taking pride in being petty, rude, manipulative, sneaky & disrespectful like it’s cute.....yikes lmao grow up""",imagine taking pride petty rude manipulative sneaky disrespectful like grow,happy
" #16: @B. ed ""RT @alani_nicole18: No one:Me:@JheneAiko : You have gotta lose your prideYou have gotta lose your mindJust to find your peace of mind…""",lose lose find peace,happy
" #17: @Proud Indian Amith ed ""That's politics. Just the way you take pride in following hate spewing, venomous handles. Also, how several of your candidates and CMs are borrowed from other parties. https://t.co/uRrvHLfqq0""",thats politics way take pride following hate spewing venomous also several,happy
" #20: @Akhil Dua ed ""RT @NewsIntervene: Indian beti #DeepaMalik receives Sir Edmund Hillary Fellowship by New Zealand govt. Jacinda Ardern, Prime Minister New Z…""",sir fellowship new prime minister new,happy
" #21: @Classic Hits Radio ed ""Your favorite songs music rock pop dance latino Pride (In The Name Of Love) by U2 on https://t.co/DOtFGCsG25 https://t.co/FrwTvkidV5""",classic radio favorite music rock pop dance pride name love,happy
" #22: @ryen ed ""RT @alani_nicole18: No one:Me:@JheneAiko : You have gotta lose your prideYou have gotta lose your mindJust to find your peace of mind…""",ryen lose lose find peace,happy
" #23: @lordtykki ed ""@anald91 @waltonkate @Uy_Alroy Jesus why does everything have to be drama? Why cant we accept opinions? Thats why filipino pride is cancerous, its supposed to be our people being happy on our achievements as a nation not as hatemongering attitude on the interner""",everything drama cant accept thats pride cancerous supposed people happy nation attitude,happy
" #24: @ViktoriiaFisher ed ""RT @LoopyReasons: Miss from yesterday, today's pride!  Queen always @ladygaga. ❤️🎼 #METGaga #MetGala #LadyGaga #GAGA https://t.co/TNuVpkf23y""",miss yesterday pride queen always,happy
" #25: @Aesop Rock bot ed ""And one by one around the yard 'til each one felt communal prideLike they had done their little part in cleaning up the public""",rock bot one one around yard til one felt communal done little part cleaning public,happy
" #26: @🇮🇳🚩Chowkidar সুমন कान्ति Manna🚩🇮🇳🇮🇳 ed ""RT @SharmaKhemchand: We strongly condemn congress leader Sanjay Nirupam for his remarks against PM @narendramodi ji that'Modi is the moder…""",strongly condemn congress leader,happy
